Equipment_Record_ID,Source_UID,Data_Split,ProductType,Humidity,Temperature,Age,Quantity,MTTF
1403,1403,Training,Pressure Cutter,14.83,38.39,15,59081,505.0
1404,1404,Training,Pressure Cutter,38.54,65.08,6,42939,187.0
1405,1405,Training,Pump,19.73,84.59,15,26833,372.0
1406,1406,Training,Coil Oven,13.04,87.29,12,51574,156.0
1407,1407,Training,Coil Oven,5.24,62.04,7,34545,403.0
1408,1408,Training,Gauge Machine,24.59,47.67,12,52679,416.0
1409,1409,Training,Gauge Machine,20.72,71.24,14,73435,83.0
1410,1410,Training,Coil Oven,35.6,78.21,10,60684,551.0
1411,1411,Training,Pressure Cutter,93.51,52.73,5,54454,289.0
1412,1412,Training,Extruder,30.59,38.32,7,63765,447.0
1413,1413,Training,Pressure Cutter,11.41,77.47,11,69724,564.0
1414,1414,Training,Pressure Cutter,69.39,68.24,6,46549,152.0
1415,1415,Training,Coil Oven,17.17,62.92,10,62132,499.0
1416,1416,Training,Pressure Cutter,81.77,54.98,6,47739,170.0
1417,1417,Training,Pressure Cutter,11.97,38.63,6,30639,236.0
1418,1418,Training,Gauge Machine,81.32,76.55,9,30809,286.0
1419,1419,Training,Coil Oven,70.68,59.95,9,48234,163.0
1420,1420,Training,Pressure Cutter,83.22,60.18,1,44444,518.0
1421,1421,Training,Coil Oven,51.24,70.94,10,47338,509.0
1422,1422,Training,Pressure Cutter,64.98,38.22,12,24270,381.0
1423,1423,Training,Extruder,67.9,45.17,2,75142,497.0
1424,1424,Training,Coil Oven,82.02,40.83,12,62533,439.0
1425,1425,Training,Extruder,34.86,55.87,15,46312,338.0
1426,1426,Training,Pump,19.71,53.51,8,71226,279.0
1427,1427,Training,Extruder,64.56,60.44,9,29953,348.0
1428,1428,Training,Extruder,84.82,85.51,14,69868,57.0
1429,1429,Training,Pressure Cutter,43.64,39.24,14,38534,185.0
1430,1430,Training,Coil Oven,28.35,86.25,16,27642,106.0
1431,1431,Training,Pressure Cutter,95.28,61.03,3,52475,353.0
1432,1432,Training,Gauge Machine,69.96,58.43,2,77494,141.0
1433,1433,Training,Coil Oven,51.83,84.53,4,68035,367.0
1434,1434,Training,Extruder,88.48,83.06,2,42250,371.0
1435,1435,Training,Pump,67.08,45.28,2,34670,160.0
1436,1436,Training,Coil Oven,23.99,40.48,4,45822,131.0
1437,1437,Training,Pump,97.07,60.92,10,67858,492.0
1438,1438,Training,Extruder,64.17,64.55,7,25476,492.0
1439,1439,Training,Coil Oven,37.34,50.85,2,71435,572.0
1440,1440,Training,Coil Oven,90.41,58.84,9,41242,291.0
1441,1441,Training,Coil Oven,51.45,90.2,3,75681,94.0
1442,1442,Training,Pressure Cutter,21.15,62.74,5,41378,220.0
1443,1443,Training,Pump,77.89,55.91,16,31613,554.0
1444,1444,Training,Extruder,83.23,75.05,11,77439,253.0
1445,1445,Training,Pressure Cutter,26.93,70.16,9,36178,532.0
1446,1446,Training,Pressure Cutter,23.17,57.02,8,36042,392.0
1447,1447,Training,Extruder,12.02,59.52,13,58399,91.0
1448,1448,Training,Pressure Cutter,56.3,43.85,11,47283,154.0
1449,1449,Training,Gauge Machine,13.89,83.92,4,69693,332.0
1450,1450,Training,Extruder,97.9,50.62,9,40750,119.0
1451,1451,Training,Pressure Cutter,76.74,53.15,17,36362,239.0
1452,1452,Training,Pump,29.36,56.65,9,54498,553.0
1453,1453,Training,Pressure Cutter,49.75,56.53,16,54713,585.0
1454,1454,Training,Gauge Machine,91.14,37.87,7,39664,260.0
1455,1455,Training,Pressure Cutter,95.38,51.76,8,27441,484.0
1456,1456,Training,Coil Oven,51.37,55.91,4,32137,137.0
1457,1457,Training,Pressure Cutter,44.42,73.22,16,66652,253.0
1458,1458,Training,Pump,11.52,41.19,5,57181,147.0
1459,1459,Training,Pump,20.04,90.86,3,51535,360.0
1460,1460,Training,Coil Oven,22.78,79.11,12,79813,500.0
1461,1461,Training,Coil Oven,99.86,56.35,7,34508,123.0
1462,1462,Training,Gauge Machine,8.05,60.93,2,28281,234.0
1463,1463,Training,Extruder,90.86,41.33,10,73005,497.0
1464,1464,Training,Pressure Cutter,6.42,69.64,7,47377,143.0
1465,1465,Training,Coil Oven,56.56,53.52,8,23627,296.0
1466,1466,Training,Pump,33.25,79.07,7,27094,435.0
1467,1467,Training,Pump,85.95,76.41,3,79714,496.0
1468,1468,Training,Pump,83.07,77.49,6,47832,59.0
1469,1469,Training,Pressure Cutter,45.41,42.99,6,29352,317.0
1470,1470,Training,Pressure Cutter,41.2,91.24,10,35263,87.0
1471,1471,Training,Coil Oven,61.63,49.75,15,69298,207.0
1472,1472,Training,Extruder,21.06,42.46,2,62028,476.0
1473,1473,Training,Pump,98.38,45.9,15,42033,116.0
1474,1474,Training,Coil Oven,96.22,52.98,10,32685,428.0
1475,1475,Training,Extruder,44.27,87.05,9,69258,226.0
1476,1476,Training,Gauge Machine,88.16,40.06,9,45917,95.0
1477,1477,Training,Gauge Machine,36.95,48.01,3,37366,358.0
1478,1478,Training,Gauge Machine,35.48,65.67,10,52379,417.0
1479,1479,Training,Pressure Cutter,72.3,40.15,15,58342,357.0
1480,1480,Training,Pressure Cutter,91.02,89.92,10,74572,554.0
1481,1481,Training,Gauge Machine,13.14,57.24,4,33378,471.0
1482,1482,Training,Gauge Machine,81.15,38.73,16,45654,301.0
1483,1483,Training,Gauge Machine,90.6,54.4,7,28561,197.0
1484,1484,Training,Coil Oven,87.39,51.94,3,29223,263.0
1485,1485,Training,Gauge Machine,95.87,40.19,15,49814,448.0
1486,1486,Training,Pump,31.72,64.47,10,72116,408.0
1487,1487,Training,Coil Oven,73.2,42.14,4,78913,174.0
1488,1488,Training,Coil Oven,79.58,62.08,12,24509,149.0
1489,1489,Training,Extruder,38.93,81.41,6,40294,526.0
1490,1490,Training,Gauge Machine,73.97,82.99,2,43207,290.0
1491,1491,Training,Coil Oven,84.37,55.46,13,55999,142.0
1492,1492,Training,Pump,95.13,92.51,7,31269,444.0
1493,1493,Training,Pressure Cutter,27.28,69.02,9,28133,250.0
1494,1494,Training,Pump,19.58,63.18,2,59142,376.0
1495,1495,Training,Pressure Cutter,77.98,45.37,4,35262,433.0
1496,1496,Training,Extruder,77.25,61.44,6,74492,460.0
1497,1497,Training,Pump,74.35,46.26,8,71633,316.0
1498,1498,Training,Gauge Machine,5.47,86.48,14,50858,341.0
1499,1499,Training,Pump,88.0,88.08,6,38028,517.0
1500,1500,Training,Coil Oven,11.7,77.81,10,44319,255.0
1501,1501,Training,Pressure Cutter,42.1,55.58,11,62047,214.0
1502,1502,Training,Extruder,43.49,94.5,4,61521,263.0
1503,1503,Training,Pump,77.9,87.57,4,59902,116.0
1504,1504,Training,Pressure Cutter,74.53,39.25,9,53046,149.0
1505,1505,Training,Pressure Cutter,33.58,43.03,7,68548,222.0
1506,1506,Training,Gauge Machine,28.71,36.3,10,32376,123.0
1507,1507,Training,Pressure Cutter,79.31,63.6,3,32035,487.0
1508,1508,Training,Coil Oven,61.33,73.2,1,25444,326.0
1509,1509,Training,Extruder,90.96,81.83,7,28798,341.0
1510,1510,Training,Extruder,75.47,55.56,11,33784,430.0
1511,1511,Training,Coil Oven,13.8,73.66,12,44352,371.0
1512,1512,Training,Pressure Cutter,32.87,60.25,14,43378,77.0
1513,1513,Training,Extruder,15.26,36.84,3,57657,154.0
1514,1514,Training,Gauge Machine,67.75,44.73,16,40248,508.0
1515,1515,Training,Gauge Machine,11.21,86.48,5,28179,250.0
1516,1516,Training,Pressure Cutter,15.3,59.57,4,29548,120.0
1517,1517,Training,Gauge Machine,84.21,94.01,16,38266,390.0
1518,1518,Training,Extruder,43.33,48.62,8,29408,458.0
1519,1519,Training,Pump,17.9,56.36,7,70001,434.0
1520,1520,Training,Gauge Machine,83.4,77.04,6,54120,182.0
1521,1521,Training,Pump,84.06,38.0,12,72142,315.0
1522,1522,Training,Gauge Machine,8.75,82.3,15,68200,119.0
1523,1523,Training,Extruder,88.32,50.69,12,62278,303.0
1524,1524,Training,Pressure Cutter,77.5,57.87,14,78356,426.0
1525,1525,Training,Pump,18.03,90.1,5,63453,223.0
1526,1526,Training,Extruder,72.92,50.43,4,34710,551.0
1527,1527,Training,Pressure Cutter,77.73,43.0,16,34900,97.0
1528,1528,Training,Pump,44.92,62.87,16,77392,441.0
1529,1529,Training,Pump,7.24,78.16,10,27846,106.0
1530,1530,Training,Pump,64.63,49.38,8,70674,432.0
1531,1531,Training,Extruder,95.45,92.78,6,23064,530.0
1532,1532,Training,Pump,31.09,44.57,6,41371,382.0
1533,1533,Training,Coil Oven,83.82,39.49,9,51919,66.0
1534,1534,Training,Extruder,21.61,86.55,11,66461,317.0
1535,1535,Training,Pressure Cutter,44.66,53.86,2,37510,52.0
1536,1536,Training,Pump,28.08,74.9,3,60563,483.0
1537,1537,Training,Coil Oven,86.36,41.64,5,73269,67.0
1538,1538,Training,Pressure Cutter,10.35,48.69,17,29772,78.0
1539,1539,Training,Coil Oven,39.07,39.53,16,77923,95.0
1540,1540,Training,Extruder,72.06,40.14,2,63602,259.0
1541,1541,Training,Extruder,87.06,65.43,4,56248,156.0
1542,1542,Training,Extruder,74.32,43.62,2,70753,227.0
1543,1543,Training,Gauge Machine,26.75,75.69,16,47436,90.0
1544,1544,Training,Pump,16.0,64.08,16,79248,535.0
1545,1545,Training,Gauge Machine,26.43,45.33,13,73685,102.0
1546,1546,Training,Pressure Cutter,58.37,69.72,16,27882,555.0
1547,1547,Training,Extruder,29.81,43.62,16,53419,201.0
1548,1548,Training,Extruder,77.73,44.02,4,52552,213.0
1549,1549,Training,Extruder,56.14,68.01,15,62121,443.0
1550,1550,Training,Pressure Cutter,60.13,87.56,10,63360,88.0
1551,1551,Training,Gauge Machine,63.77,65.73,11,66424,268.0
1552,1552,Training,Gauge Machine,23.74,73.34,4,50859,527.0
1553,1553,Training,Extruder,77.06,35.93,6,27357,385.0
1554,1554,Training,Gauge Machine,8.81,59.93,7,61723,79.0
1555,1555,Training,Pump,40.53,36.6,1,55069,505.0
1556,1556,Training,Pump,67.2,83.3,11,28014,93.0
1557,1557,Training,Gauge Machine,64.29,70.03,13,54528,111.0
1558,1558,Training,Coil Oven,70.95,70.93,11,76004,64.0
1559,1559,Training,Extruder,89.83,93.82,7,60049,458.0
1560,1560,Training,Coil Oven,96.0,39.91,12,65681,140.0
1561,1561,Training,Pressure Cutter,73.99,90.14,5,44596,241.0
1562,1562,Training,Extruder,12.47,47.97,5,58333,433.0
1563,1563,Training,Coil Oven,17.51,59.08,12,48546,104.0
1564,1564,Training,Extruder,71.78,67.72,4,37439,222.0
1565,1565,Training,Gauge Machine,47.25,69.36,16,68009,250.0
1566,1566,Training,Extruder,43.49,63.29,16,46436,378.0
1567,1567,Training,Coil Oven,66.54,91.64,8,63802,238.0
1568,1568,Training,Extruder,37.72,49.39,2,46061,247.0
1569,1569,Training,Pump,83.96,73.55,8,54359,341.0
1570,1570,Training,Pump,80.28,59.34,10,41098,337.0
1571,1571,Training,Coil Oven,63.9,76.76,16,71849,538.0
1572,1572,Training,Pump,51.2,80.26,15,25740,466.0
1573,1573,Training,Extruder,21.61,51.77,6,48172,250.0
1574,1574,Training,Extruder,37.14,60.96,6,51927,369.0
1575,1575,Training,Pressure Cutter,26.76,42.69,16,43238,498.0
1576,1576,Training,Extruder,20.79,60.34,9,47008,360.0
1577,1577,Training,Pump,71.46,65.65,2,58712,188.0
1578,1578,Training,Pump,34.39,75.81,10,29959,221.0
1579,1579,Training,Pump,28.73,82.57,8,37580,391.0
1580,1580,Training,Gauge Machine,37.07,88.88,15,29648,457.0
1581,1581,Training,Pressure Cutter,89.52,70.12,8,57656,429.0
1582,1582,Training,Gauge Machine,61.86,49.38,5,68727,210.0
1583,1583,Training,Pressure Cutter,87.41,85.72,6,43515,118.0
1584,1584,Training,Pressure Cutter,35.9,56.32,1,25661,335.0
1585,1585,Training,Gauge Machine,13.23,59.7,6,40038,184.0
1586,1586,Training,Pump,89.01,46.33,11,62702,304.0
1587,1587,Training,Gauge Machine,90.66,41.12,12,25288,168.0
1588,1588,Training,Pressure Cutter,30.43,70.83,5,64993,168.0
1589,1589,Training,Pressure Cutter,45.4,35.36,2,50394,143.0
1590,1590,Training,Coil Oven,70.53,94.08,17,72132,371.0
1591,1591,Training,Gauge Machine,44.2,48.41,2,43248,518.0
1592,1592,Training,Pressure Cutter,21.72,35.68,16,48593,490.0
1593,1593,Training,Pressure Cutter,78.86,62.55,6,45945,573.0
1594,1594,Training,Gauge Machine,25.94,50.86,10,37311,549.0
1595,1595,Training,Coil Oven,62.55,94.88,15,44552,580.0
1596,1596,Training,Pressure Cutter,19.26,39.45,14,39320,311.0
1597,1597,Training,Coil Oven,41.74,90.59,14,24748,390.0
1598,1598,Training,Gauge Machine,57.81,48.52,6,52640,530.0
1599,1599,Training,Pressure Cutter,83.16,48.16,8,32859,308.0
1600,1600,Training,Pressure Cutter,97.34,44.19,5,52557,245.0
1601,1601,Training,Pressure Cutter,74.7,93.63,3,32480,470.0
1602,1602,Training,Extruder,6.16,59.64,17,46680,77.0
1603,1603,Training,Pump,39.22,80.91,7,33009,366.0
1604,1604,Training,Extruder,80.64,88.64,10,60309,498.0
1605,1605,Training,Pump,18.18,85.48,14,71036,213.0
1606,1606,Training,Coil Oven,78.72,38.92,6,69832,254.0
1607,1607,Training,Gauge Machine,73.43,35.06,14,24628,453.0
1608,1608,Training,Gauge Machine,76.09,40.6,7,51678,406.0
1609,1609,Training,Pressure Cutter,5.24,68.66,7,59274,365.0
1610,1610,Training,Pump,40.34,50.58,15,63948,354.0
1611,1611,Training,Pressure Cutter,57.82,53.93,13,51894,508.0
1612,1612,Training,Extruder,26.44,75.23,8,56321,228.0
1613,1613,Training,Extruder,12.29,82.06,6,48000,370.0
1614,1614,Training,Coil Oven,65.4,67.07,5,42894,363.0
1615,1615,Training,Pressure Cutter,31.7,61.53,8,70817,300.0
1616,1616,Training,Pressure Cutter,52.96,55.69,7,68346,339.0
1617,1617,Training,Pressure Cutter,77.53,91.03,12,38190,468.0
1618,1618,Training,Extruder,78.42,44.08,9,35397,470.0
1619,1619,Training,Coil Oven,66.51,43.68,5,45874,432.0
1620,1620,Training,Coil Oven,30.49,50.56,15,71290,330.0
1621,1621,Training,Gauge Machine,54.26,91.5,4,47889,274.0
1622,1622,Training,Pressure Cutter,19.26,90.96,14,65349,456.0
1623,1623,Training,Extruder,34.42,79.41,4,52366,440.0
1624,1624,Training,Gauge Machine,11.11,91.13,16,46143,470.0
1625,1625,Training,Extruder,57.01,39.32,16,45628,555.0
1626,1626,Training,Extruder,39.66,79.22,12,36091,208.0
1627,1627,Training,Pressure Cutter,20.89,69.42,1,36319,502.0
1628,1628,Training,Pressure Cutter,24.79,70.61,4,44873,228.0
1629,1629,Training,Pump,28.22,44.65,10,66479,456.0
1630,1630,Training,Pressure Cutter,12.49,52.96,14,40034,85.0
1631,1631,Training,Pump,95.42,70.49,14,55643,295.0
1632,1632,Training,Pump,64.09,85.59,12,40339,223.0
1633,1633,Training,Coil Oven,86.54,39.77,6,46340,124.0
1634,1634,Training,Pressure Cutter,12.92,65.07,5,37677,301.0
1635,1635,Training,Gauge Machine,28.39,76.83,16,31359,140.0
1636,1636,Training,Pressure Cutter,16.46,35.87,9,33377,495.0
1637,1637,Training,Pump,89.48,37.57,8,67974,567.0
1638,1638,Training,Pressure Cutter,40.47,57.96,6,27086,577.0
1639,1639,Training,Extruder,67.62,88.33,12,29218,463.0
1640,1640,Training,Coil Oven,26.68,75.84,11,68315,223.0
1641,1641,Training,Pump,45.6,92.08,3,61940,248.0
1642,1642,Training,Pump,38.3,69.92,15,61862,217.0
1643,1643,Training,Pump,13.5,74.34,14,60212,206.0
1644,1644,Training,Pump,32.15,61.12,16,72186,182.0
1645,1645,Training,Gauge Machine,88.57,83.63,14,53750,474.0
1646,1646,Training,Coil Oven,60.57,79.22,15,23178,447.0
1647,1647,Training,Pump,29.16,40.46,7,70161,279.0
1648,1648,Training,Coil Oven,9.75,87.85,16,44885,176.0
1649,1649,Training,Gauge Machine,98.89,84.84,13,31576,250.0
1650,1650,Training,Pressure Cutter,11.98,36.02,9,75288,383.0
1651,1651,Training,Pump,76.61,94.33,13,27341,511.0
1652,1652,Training,Coil Oven,39.77,51.01,6,63271,363.0
1653,1653,Training,Pump,82.05,38.44,16,72001,516.0
1654,1654,Training,Gauge Machine,44.61,85.89,9,41261,550.0
1655,1655,Training,Coil Oven,10.39,40.76,10,73567,402.0
1656,1656,Training,Pressure Cutter,92.28,88.83,12,31478,305.0
1657,1657,Training,Gauge Machine,87.36,54.54,10,27701,233.0
1658,1658,Training,Extruder,61.77,50.55,14,37688,235.0
1659,1659,Training,Pump,29.11,69.99,3,46737,416.0
1660,1660,Training,Gauge Machine,25.6,49.58,9,34059,190.0
1661,1661,Training,Extruder,27.52,58.09,14,24146,110.0
1662,1662,Training,Coil Oven,8.15,76.35,6,42410,372.0
1663,1663,Training,Coil Oven,71.76,78.5,3,55856,557.0
1664,1664,Training,Coil Oven,56.46,48.54,13,55993,173.0
1665,1665,Training,Pressure Cutter,20.2,53.89,8,27760,337.0
1666,1666,Training,Gauge Machine,80.81,35.83,16,46555,227.0
1667,1667,Training,Gauge Machine,35.5,59.86,16,54151,58.0
1668,1668,Training,Coil Oven,40.64,51.56,14,62945,430.0
1669,1669,Training,Extruder,64.52,46.14,13,67688,301.0
1670,1670,Training,Pump,5.72,66.05,5,33892,496.0
1671,1671,Training,Extruder,52.97,44.48,9,49252,483.0
1672,1672,Training,Gauge Machine,23.66,74.54,12,51714,509.0
1673,1673,Training,Extruder,58.39,73.58,9,67766,533.0
1674,1674,Training,Extruder,30.37,81.46,10,52401,568.0
1675,1675,Training,Extruder,35.04,52.69,11,24303,579.0
1676,1676,Training,Gauge Machine,99.08,52.94,16,75482,240.0
1677,1677,Training,Gauge Machine,78.94,42.23,11,52048,334.0
1678,1678,Training,Gauge Machine,38.84,58.42,10,55925,79.0
1679,1679,Training,Pressure Cutter,5.55,69.46,12,43408,242.0
1680,1680,Training,Pump,13.77,90.33,1,48678,106.0
1681,1681,Training,Extruder,42.47,82.48,10,41588,396.0
1682,1682,Training,Pressure Cutter,97.42,82.85,13,59025,94.0
1683,1683,Training,Pump,45.56,46.67,12,43115,131.0
1684,1684,Training,Extruder,87.52,37.34,13,76323,287.0
1685,1685,Training,Extruder,15.24,91.71,17,66320,573.0
1686,1686,Training,Coil Oven,8.73,53.37,15,55687,180.0
1687,1687,Training,Gauge Machine,29.09,72.12,5,72299,197.0
1688,1688,Training,Pump,48.07,77.94,5,37218,85.0
1689,1689,Training,Pressure Cutter,86.45,61.65,16,60350,50.0
1690,1690,Training,Coil Oven,48.76,88.85,9,77079,288.0
1691,1691,Training,Gauge Machine,91.64,77.26,8,77879,125.0
1692,1692,Training,Extruder,65.62,38.05,16,49776,430.0
1693,1693,Training,Coil Oven,92.78,94.43,7,67680,55.0
1694,1694,Training,Pressure Cutter,45.83,84.38,7,31251,130.0
1695,1695,Training,Extruder,71.09,38.1,7,78438,584.0
1696,1696,Training,Extruder,32.35,51.18,4,45090,460.0
1697,1697,Training,Extruder,44.83,38.31,9,25467,565.0
1698,1698,Training,Extruder,39.75,67.89,8,70412,536.0
1699,1699,Training,Gauge Machine,6.64,76.58,7,68363,404.0
1700,1700,Training,Extruder,27.5,91.08,2,25181,383.0
1701,1701,Training,Pressure Cutter,9.67,53.95,15,47385,558.0
1702,1702,Training,Extruder,74.18,70.93,11,77471,531.0
1703,1703,Training,Gauge Machine,46.3,51.64,15,32631,310.0
1704,1704,Training,Gauge Machine,57.73,69.85,5,54479,160.0
1705,1705,Training,Coil Oven,16.01,46.95,11,39167,457.0
1706,1706,Training,Pump,90.31,36.6,10,59036,263.0
1707,1707,Training,Pressure Cutter,31.81,83.85,6,58626,70.0
1708,1708,Training,Extruder,21.27,90.82,8,29116,250.0
1709,1709,Training,Extruder,32.04,41.2,10,48054,87.0
1710,1710,Training,Pump,21.82,83.79,3,67915,533.0
1711,1711,Training,Gauge Machine,14.94,90.13,13,26622,416.0
1712,1712,Training,Pressure Cutter,46.21,94.74,15,54998,152.0
1713,1713,Training,Pump,68.82,35.4,14,49566,131.0
1714,1714,Training,Coil Oven,89.9,52.29,7,66300,86.0
1715,1715,Training,Pressure Cutter,65.03,66.2,11,57676,102.0
1716,1716,Training,Pump,36.59,61.11,7,62296,280.0
1717,1717,Training,Pressure Cutter,34.43,56.95,8,79109,300.0
1718,1718,Training,Gauge Machine,19.59,85.64,4,51449,207.0
1719,1719,Training,Extruder,96.22,35.99,15,60990,340.0
1720,1720,Training,Coil Oven,33.55,85.0,1,71086,97.0
1721,1721,Training,Gauge Machine,60.68,85.44,16,72324,177.0
1722,1722,Training,Pump,44.93,53.85,5,38336,325.0
1723,1723,Training,Extruder,41.63,88.66,1,60114,507.0
1724,1724,Training,Coil Oven,27.46,63.71,16,70895,108.0
1725,1725,Training,Pressure Cutter,92.9,53.75,14,79284,76.0
1726,1726,Training,Extruder,88.67,38.47,11,52242,284.0
1727,1727,Training,Extruder,16.79,76.44,3,43636,583.0
1728,1728,Training,Extruder,40.46,35.53,2,31808,148.0
1729,1729,Training,Pressure Cutter,91.99,53.73,3,51130,255.0
1730,1730,Training,Pressure Cutter,11.39,61.38,6,63188,371.0
1731,1731,Training,Pressure Cutter,53.03,85.65,10,73225,60.0
1732,1732,Training,Pump,82.03,72.07,4,31877,566.0
1733,1733,Training,Pump,32.43,57.28,17,54043,247.0
1734,1734,Training,Pump,69.39,51.92,10,77806,534.0
1735,1735,Training,Pump,10.64,75.57,13,30529,419.0
1736,1736,Training,Pump,27.91,66.99,15,51177,393.0
1737,1737,Training,Pressure Cutter,57.79,85.05,14,65001,232.0
1738,1738,Training,Pressure Cutter,11.6,48.51,10,67455,230.0
1739,1739,Training,Extruder,36.47,73.42,10,59588,432.0
1740,1740,Training,Extruder,26.46,86.75,13,45841,307.0
1741,1741,Training,Coil Oven,20.2,45.85,9,59314,113.0
1742,1742,Training,Coil Oven,53.27,35.08,7,41096,375.0
1743,1743,Training,Pump,33.78,65.78,11,49619,325.0
1744,1744,Training,Pump,88.9,62.63,8,44934,472.0
1745,1745,Training,Coil Oven,38.82,80.35,5,63705,142.0
1746,1746,Training,Pressure Cutter,80.98,59.66,12,38772,210.0
1747,1747,Training,Gauge Machine,21.53,72.27,9,25023,189.0
1748,1748,Training,Coil Oven,11.11,89.93,15,45929,311.0
1749,1749,Training,Extruder,22.53,73.28,17,23860,462.0
1750,1750,Training,Pump,63.95,70.06,3,23369,191.0
1751,1751,Training,Gauge Machine,36.79,82.64,15,31599,340.0
1752,1752,Training,Coil Oven,92.86,68.14,6,30041,331.0
1753,1753,Training,Extruder,46.78,73.94,6,52845,59.0
1754,1754,Training,Extruder,25.09,37.26,16,59506,448.0
1755,1755,Training,Coil Oven,68.47,56.63,8,26655,363.0
1756,1756,Training,Gauge Machine,30.43,76.8,9,68600,334.0
1757,1757,Training,Pump,76.0,57.59,8,65270,567.0
1758,1758,Training,Coil Oven,80.98,59.92,9,75976,192.0
1759,1759,Training,Pressure Cutter,53.47,70.94,5,64421,279.0
1760,1760,Training,Coil Oven,49.55,83.14,15,51829,82.0
1761,1761,Training,Pump,60.67,45.25,7,40517,520.0
1762,1762,Training,Pump,74.91,91.25,4,63930,88.0
1763,1763,Training,Gauge Machine,32.85,43.52,1,38022,342.0
1764,1764,Training,Extruder,48.1,65.16,11,58984,331.0
1765,1765,Training,Pump,62.64,56.09,6,53016,419.0
1766,1766,Training,Pump,30.31,90.3,2,37627,147.0
1767,1767,Training,Coil Oven,94.93,50.35,10,72919,158.0
1768,1768,Training,Coil Oven,83.67,49.68,4,77628,556.0
1769,1769,Training,Gauge Machine,23.44,61.96,7,41536,366.0
1770,1770,Training,Pump,54.46,54.01,8,69030,476.0
1771,1771,Training,Coil Oven,68.83,62.87,10,26439,569.0
1772,1772,Training,Pressure Cutter,8.7,41.16,13,34061,396.0
1773,1773,Training,Extruder,96.37,76.83,11,51125,403.0
1774,1774,Training,Pressure Cutter,98.13,61.63,6,56221,313.0
1775,1775,Training,Coil Oven,45.35,40.29,7,54179,105.0
1776,1776,Training,Pump,15.93,66.5,15,33523,247.0
1777,1777,Training,Pressure Cutter,18.09,89.74,5,56018,303.0
1778,1778,Training,Extruder,83.64,36.89,13,37502,131.0
1779,1779,Training,Extruder,73.61,57.71,16,79508,234.0
1780,1780,Training,Pump,62.89,69.12,17,42385,452.0
1781,1781,Training,Pressure Cutter,60.84,46.41,5,37075,501.0
1782,1782,Training,Extruder,83.29,37.57,8,26377,500.0
1783,1783,Training,Coil Oven,14.55,72.72,5,60137,376.0
1784,1784,Training,Pump,11.99,77.4,13,55803,486.0
1785,1785,Training,Coil Oven,23.98,46.63,13,66569,564.0
1786,1786,Training,Coil Oven,26.09,80.54,9,42759,451.0
1787,1787,Training,Gauge Machine,78.23,74.01,7,32886,136.0
1788,1788,Training,Pump,83.88,54.95,7,32858,315.0
1789,1789,Training,Coil Oven,70.4,54.15,3,29181,583.0
1790,1790,Training,Extruder,88.22,90.38,10,39490,472.0
1791,1791,Training,Extruder,16.88,50.15,12,40589,370.0
1792,1792,Training,Pump,45.71,59.02,16,24114,468.0
1793,1793,Training,Gauge Machine,41.05,61.54,2,61745,302.0
1794,1794,Training,Pressure Cutter,10.94,71.22,9,48094,130.0
1795,1795,Training,Pressure Cutter,67.05,85.85,1,72491,63.0
1796,1796,Training,Gauge Machine,61.03,74.47,10,43582,254.0
1797,1797,Training,Gauge Machine,86.88,41.62,16,76926,303.0
1798,1798,Training,Extruder,69.95,46.17,9,75728,475.0
1799,1799,Training,Gauge Machine,90.91,55.57,1,49524,411.0
1800,1800,Training,Extruder,66.43,44.15,9,30267,272.0
1801,1801,Training,Pressure Cutter,23.63,60.01,3,68851,177.0
1802,1802,Training,Extruder,67.15,86.04,2,53887,182.0
1803,1803,Training,Pump,66.44,94.78,6,77719,290.0
1804,1804,Training,Extruder,61.18,52.85,9,78617,103.0
1805,1805,Training,Coil Oven,7.78,36.12,2,67392,306.0
1806,1806,Training,Pressure Cutter,80.36,44.53,13,74901,365.0
1807,1807,Training,Pressure Cutter,53.7,50.17,2,51578,217.0
1808,1808,Training,Pressure Cutter,52.8,74.04,8,42491,346.0
1809,1809,Training,Pressure Cutter,6.18,52.04,7,52219,342.0
1810,1810,Training,Pump,53.27,93.51,7,24118,360.0
1811,1811,Training,Pump,32.55,65.19,6,64819,487.0
1812,1812,Training,Coil Oven,98.09,79.57,9,45443,483.0
1813,1813,Training,Extruder,8.48,82.32,14,58148,519.0
1814,1814,Training,Pump,29.42,67.56,10,61292,69.0
1815,1815,Training,Pump,46.54,61.08,9,39055,360.0
1816,1816,Training,Extruder,78.35,42.1,6,55744,403.0
1817,1817,Training,Coil Oven,41.77,46.15,6,42913,268.0
1818,1818,Training,Coil Oven,92.82,56.86,9,46157,117.0
1819,1819,Training,Coil Oven,50.43,57.44,12,68682,307.0
1820,1820,Training,Pump,27.74,55.41,4,41441,292.0
1821,1821,Training,Extruder,55.2,69.96,11,64408,541.0
1822,1822,Training,Pump,67.44,72.92,6,70107,386.0
1823,1823,Training,Pressure Cutter,65.75,39.23,3,36964,165.0
1824,1824,Training,Pump,68.98,91.36,16,61879,542.0
1825,1825,Training,Gauge Machine,5.44,52.83,14,44959,523.0
1826,1826,Training,Pressure Cutter,90.55,88.99,9,62724,517.0
1827,1827,Training,Pump,63.4,53.56,2,73771,420.0
1828,1828,Training,Pressure Cutter,98.94,60.8,9,63808,72.0
1829,1829,Training,Pressure Cutter,14.26,53.07,2,53720,92.0
1830,1830,Training,Coil Oven,41.92,68.47,1,73292,185.0
