Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_251,Bridge,Houston,2020-09-07,2023-07-28,24066465,27306285.82,3239820.82,766,1054,288,1.93,2.83,221.63,6.69,40.25,Snowy,216,29007.89,132.91,6835,69.59,2,9.76,84.67,0,35.37,High
PJT_252,Tunnel,Chicago,2020-09-08,2023-09-04,15573834,16204917.25,631083.25,745,1091,346,0.75,3.82,113.39,37.52,37.75,Snowy,95,42055.39,267.77,5271,57.92,3,4.99,59.09,0,99.22,Medium
PJT_253,Tunnel,Los Angeles,2020-09-09,2022-07-07,42707317,44062520.7,1355203.7,523,666,143,0.74,0.68,331.22,32.98,43.16,Rainy,254,49177.72,772.09,9955,49.54,7,9.53,54.9,0,40.21,High
PJT_254,Building,Houston,2020-09-10,2021-07-20,10176748,15020042.31,4843294.31,233,313,80,0.11,1.14,377.99,41.19,38.89,Stormy,187,23496.92,392.92,4400,42.84,3,2.21,87.86,0,28.92,Low
PJT_255,Bridge,Chicago,2020-09-11,2023-05-17,23941230,30400102.01,6458872.01,707,978,271,1.39,4.41,469.36,3.52,55.8,Cloudy,264,39352.58,701.41,6319,51.76,8,7.9,94.47,1,19.91,High
PJT_256,Building,Seattle,2020-09-12,2023-09-29,46501579,57388857.25,10887278.25,790,1112,322,1.67,0.1,175.49,21.73,50.81,Sunny,259,9489.34,745.2,7732,74.92,3,6.56,85.84,0,44.07,High
PJT_257,Bridge,Houston,2020-09-13,2022-11-30,29911861,34382639.16,4470778.16,711,808,97,0.38,3.76,477.6,5.1,55.87,Sunny,81,39957.41,623.07,7674,87.17,3,8.38,90.28,0,72.34,High
PJT_258,Dam,Chicago,2020-09-14,2022-08-01,25276628,29254325.01,3977697.01,737,686,-51,0.4,2.37,78.47,35.33,67.09,Sunny,146,21713.76,962.83,2085,50.15,4,6.41,99.55,0,30.83,High
PJT_259,Road,Chicago,2020-09-15,2021-11-13,40770506,49925237.82,9154731.82,372,424,52,1.6,2.23,321.36,-9.71,47.1,Rainy,213,6772.56,119.3,6446,46.51,0,9.67,56.74,0,79.26,High
PJT_260,Road,New York,2020-09-16,2021-07-22,11511846,15170977.01,3659131.01,237,309,72,1.27,0.04,75.71,21.07,37.59,Rainy,205,21346.08,764.79,5376,84.96,6,6.64,98.26,0,22.19,High
PJT_261,Road,Seattle,2020-09-17,2022-09-08,47669316,62984878.88,15315562.88,616,721,105,0.19,4.1,452.2,8.66,31.63,Stormy,193,32478.92,962.91,2963,58.31,8,8.06,80.06,0,49.64,High
PJT_262,Building,New York,2020-09-18,2021-10-14,39143159,39261228.26,118069.26,290,391,101,1.28,1.8,288.41,7.75,44.46,Sunny,65,10366.26,876.04,6177,97.09,8,8.9,90.66,0,73.21,High
PJT_263,Dam,Los Angeles,2020-09-19,2021-08-28,44562003,53477418.28,8915415.28,308,343,35,0.69,2.7,351.21,25.47,71.93,Stormy,67,46581.55,251.1,5572,82.86,0,7.43,82.51,0,22.18,High
PJT_264,Bridge,New York,2020-09-20,2023-10-29,9978989,11447645.28,1468656.28,885,1134,249,0.8,3.39,424.21,36.83,72.97,Sunny,185,8495.26,394.14,8543,59.61,5,5.72,78.5,0,63.81,High
PJT_265,Tunnel,New York,2020-09-21,2022-02-14,14792249,21039255.09,6247006.09,505,511,6,1.56,3.51,117.64,23.51,66.68,Rainy,283,46850.3,255.21,9907,57.37,2,3.46,85.18,0,81.91,Medium
PJT_266,Bridge,Houston,2020-09-22,2021-06-01,29098059,37212092.11,8114033.11,187,252,65,1.64,4.78,67.37,36.92,36.38,Cloudy,257,36821.19,641.18,1242,71.42,3,8.69,66.01,0,63.6,High
PJT_267,Tunnel,Chicago,2020-09-23,2021-06-05,4683909,5712038.45,1028129.45,208,255,47,0.86,2.66,445.5,4.55,61.17,Cloudy,296,19837.05,740.97,7510,44.75,7,5.33,96.21,0,56.03,Medium
PJT_268,Bridge,Seattle,2020-09-24,2021-07-19,36094032,34983663.54,-1110368.46,291,298,7,1.9,2.0,191.72,18.57,59.95,Cloudy,297,22583.77,385.37,4915,47.06,3,6.59,55.76,0,85.45,High
PJT_269,Dam,New York,2020-09-25,2023-03-30,42019538,53086758.78,11067220.78,852,916,64,0.87,4.77,108.04,14.78,53.9,Cloudy,124,38336.42,585.56,1837,50.55,7,1.71,65.9,1,98.69,Medium
PJT_270,Tunnel,Seattle,2020-09-26,2021-11-18,20847987,20229267.6,-618719.4,310,418,108,1.57,3.21,260.81,-9.36,58.5,Snowy,247,32066.2,721.83,4323,86.48,3,5.48,51.56,0,26.32,Medium
PJT_271,Building,New York,2020-09-27,2021-12-08,18920863,20856920.35,1936057.35,367,437,70,1.02,1.49,319.24,20.62,54.43,Sunny,50,35223.93,479.21,3953,70.83,8,7.28,63.57,1,72.22,High
PJT_272,Bridge,Los Angeles,2020-09-28,2023-02-24,33453189,32974981.65,-478207.35,854,879,25,1.81,0.63,63.94,26.38,59.58,Cloudy,239,22512.41,868.61,2432,40.63,5,6.26,60.91,0,17.26,High
PJT_273,Bridge,New York,2020-09-29,2024-05-06,46554686,61230780.2,14676094.2,888,1315,427,1.82,4.21,173.7,22.56,70.09,Snowy,174,26951.61,794.39,7854,80.41,0,5.04,52.48,0,13.86,High
PJT_274,Tunnel,Houston,2020-09-30,2023-02-16,24933622,25525827.15,592205.15,654,869,215,0.27,1.81,64.76,30.5,27.67,Snowy,253,49544.04,158.2,8655,65.42,9,3.01,74.59,0,35.27,Medium
PJT_275,Building,Chicago,2020-10-01,2022-12-11,2416953,2743521.11,326568.11,543,801,258,1.88,3.3,239.15,21.42,72.47,Snowy,298,14626.53,659.01,9431,70.65,1,3.79,73.43,0,97.38,Medium
PJT_276,Building,Los Angeles,2020-10-02,2021-12-19,31250211,44919205.37,13668994.37,383,443,60,1.67,2.35,452.8,-6.33,29.51,Stormy,87,23803.53,311.79,9330,52.85,6,7.31,53.89,0,59.7,High
PJT_277,Dam,New York,2020-10-03,2022-01-09,20471461,20933907.82,462446.82,391,463,72,1.6,0.99,492.19,-3.6,24.66,Stormy,269,18132.04,601.77,9611,73.11,9,3.02,63.09,0,34.14,Medium
PJT_278,Building,Seattle,2020-10-04,2023-11-29,30288010,36487451.91,6199441.91,800,1151,351,0.48,3.01,336.67,22.81,88.33,Snowy,94,39430.02,961.2,1303,98.75,6,6.6,97.67,1,21.93,High
PJT_279,Building,Los Angeles,2020-10-05,2022-04-11,1421280,1636693.46,215413.46,455,553,98,1.63,0.3,122.74,5.12,86.99,Cloudy,235,39380.57,891.16,3162,44.41,2,6.31,55.54,0,92.82,High
PJT_280,Building,Los Angeles,2020-10-06,2021-09-05,1909245,1739082.44,-170162.56,252,334,82,1.72,2.07,457.63,-5.62,24.23,Sunny,130,18160.05,464.06,7486,57.04,0,9.73,65.25,1,42.61,High
PJT_281,Road,New York,2020-10-07,2023-03-28,16993238,23376830.58,6383592.58,858,902,44,0.65,2.73,282.31,13.63,51.03,Rainy,178,8662.56,362.36,5102,54.58,7,1.55,51.79,0,37.6,Low
PJT_282,Dam,Los Angeles,2020-10-08,2022-02-13,49427722,46532618.92,-2895103.08,422,493,71,1.91,2.18,119.19,20.49,33.04,Stormy,81,5514.47,310.97,7874,54.91,9,1.97,57.44,0,87.22,Low
PJT_283,Bridge,Seattle,2020-10-09,2021-07-10,35147064,41633560.54,6486496.54,281,274,-7,0.19,3.74,464.78,8.08,53.97,Cloudy,185,24235.27,579.26,2168,62.72,9,5.55,84.97,0,64.4,Medium
PJT_284,Tunnel,Los Angeles,2020-10-10,2023-03-13,13425714,16599646.46,3173932.46,864,884,20,0.38,4.14,390.86,29.62,78.11,Cloudy,167,23465.19,202.82,1415,89.09,6,5.74,68.34,0,25.18,Medium
PJT_285,Bridge,Seattle,2020-10-11,2021-08-22,30920720,39487487.1,8566767.1,350,315,-35,1.12,3.86,379.27,25.41,86.54,Rainy,89,49477.54,594.35,6243,94.77,9,1.36,72.6,0,47.94,Low
PJT_286,Dam,New York,2020-10-12,2022-11-19,27638002,36293643.21,8655641.21,832,768,-64,1.19,0.19,369.13,8.31,64.4,Rainy,233,26141.09,101.2,1149,52.13,7,8.43,57.85,0,93.54,High
PJT_287,Tunnel,Chicago,2020-10-13,2022-04-11,17439220,18345421.69,906201.69,367,545,178,1.33,0.97,140.15,31.52,44.77,Cloudy,240,16538.83,391.46,7524,72.58,0,5.45,84.11,1,91.11,High
PJT_288,Dam,Los Angeles,2020-10-14,2022-07-24,13259034,12012515.96,-1246518.04,620,648,28,0.13,2.68,144.95,25.68,62.23,Rainy,284,45105.32,297.94,6899,78.21,2,4.12,87.58,0,16.31,Medium
PJT_289,Building,Chicago,2020-10-15,2021-09-24,6730385,8978779.12,2248394.12,265,344,79,1.92,4.67,359.73,25.06,41.84,Cloudy,287,27098.06,974.1,1838,71.31,1,3.87,59.06,0,34.18,Medium
PJT_290,Tunnel,Seattle,2020-10-16,2023-04-23,26580123,32464801.68,5884678.68,655,919,264,0.18,4.17,148.88,20.44,83.69,Rainy,265,31962.9,754.52,7144,66.04,0,8.75,52.25,0,23.91,High
PJT_291,Building,Los Angeles,2020-10-17,2021-07-28,36935918,51771991.15,14836073.15,231,284,53,0.37,4.21,247.4,-9.37,80.93,Rainy,123,9305.09,414.69,8466,51.52,4,2.77,54.05,0,58.04,Medium
PJT_292,Bridge,Houston,2020-10-18,2021-08-02,48368963,67369888.7,19000925.7,290,288,-2,0.13,1.52,401.9,28.31,59.08,Cloudy,160,22231.24,183.56,2320,69.29,2,2.44,82.85,0,77.5,Medium
PJT_293,Bridge,Chicago,2020-10-19,2021-08-12,42722758,60068014.07,17345256.07,222,297,75,1.18,2.15,402.78,10.68,42.74,Snowy,152,47490.07,565.12,2523,64.07,9,2.92,56.78,0,36.6,Medium
PJT_294,Tunnel,Los Angeles,2020-10-20,2022-02-23,13550508,16139424.64,2588916.64,390,491,101,1.87,2.35,253.97,41.84,40.54,Cloudy,152,31527.74,292.1,6234,87.73,7,6.63,74.7,0,78.22,High
PJT_295,Tunnel,Chicago,2020-10-21,2022-03-12,34214626,37642145.87,3427519.87,379,507,128,1.37,0.79,406.49,34.99,22.34,Sunny,123,20502.58,582.79,7144,85.82,5,8.3,57.63,0,70.18,High
PJT_296,Dam,Los Angeles,2020-10-22,2023-10-25,44860083,61679694.7,16819611.7,806,1098,292,1.66,0.16,427.38,22.32,77.11,Rainy,213,33155.02,851.83,1552,48.04,9,3.98,58.51,0,75.54,Medium
PJT_297,Dam,New York,2020-10-23,2021-08-23,14605804,17100131.62,2494327.62,205,304,99,0.13,4.73,344.65,3.87,51.53,Stormy,266,45968.5,654.21,4756,45.31,8,2.56,50.22,0,95.34,Low
PJT_298,Building,Chicago,2020-10-24,2022-06-11,8085904,8167291.19,81387.19,478,595,117,1.13,1.2,152.79,1.2,42.76,Rainy,163,17329.58,670.41,4671,94.49,8,2.88,66.04,1,48.22,Medium
PJT_299,Tunnel,Houston,2020-10-25,2021-08-04,14824880,20947324.35,6122444.35,256,283,27,0.97,1.2,173.31,8.72,52.98,Sunny,172,27730.25,586.93,1481,72.13,5,6.57,54.49,0,40.83,High
PJT_300,Bridge,Houston,2020-10-26,2021-12-07,7699744,11007060.67,3307316.67,316,407,91,1.05,0.42,191.68,16.21,77.31,Stormy,106,48141.08,934.54,1599,91.47,1,3.21,69.7,0,71.55,Medium
PJT_301,Dam,Seattle,2020-10-27,2021-05-02,11587999,13671357.29,2083358.29,199,187,-12,0.24,4.64,102.56,6.28,28.72,Stormy,123,12757.83,938.71,8677,43.49,8,8.9,79.89,0,82.68,High
PJT_302,Dam,Los Angeles,2020-10-28,2023-04-06,26801543,25338710.4,-1462832.6,619,890,271,1.4,2.9,172.92,18.32,80.04,Cloudy,132,37384.88,561.45,2982,71.59,1,1.94,68.38,0,27.23,Low
PJT_303,Bridge,Chicago,2020-10-29,2021-11-12,37355877,42312839.53,4956962.53,390,379,-11,1.06,3.34,144.28,-0.9,82.83,Snowy,287,32651.65,375.18,2634,72.37,2,1.29,85.25,1,86.21,Medium
PJT_304,Dam,Seattle,2020-10-30,2023-01-09,26974082,37281488.23,10307406.23,730,801,71,1.55,4.56,254.9,43.77,86.27,Cloudy,222,35585.38,513.63,8830,91.64,5,1.8,87.07,1,15.21,Medium
PJT_305,Building,Chicago,2020-10-31,2023-03-03,47467514,68403745.39,20936231.39,614,853,239,1.02,1.73,458.8,-4.06,47.82,Stormy,128,20804.88,267.9,3997,45.86,1,8.61,84.83,0,10.58,High
PJT_306,Tunnel,Los Angeles,2020-11-01,2022-03-02,45807180,46818769.52,1011589.52,386,486,100,0.38,3.11,97.02,41.26,35.2,Stormy,257,19124.57,672.71,1686,54.43,4,6.86,96.84,1,24.26,High
PJT_307,Bridge,Houston,2020-11-02,2022-10-05,12953070,12178271.33,-774798.67,618,702,84,1.33,0.19,374.12,40.25,46.15,Snowy,179,35789.44,550.08,6529,64.39,1,9.62,61.86,1,98.08,High
PJT_308,Tunnel,New York,2020-11-03,2023-08-01,7839789,11182755.56,3342966.56,845,1001,156,0.43,0.93,359.28,18.89,43.3,Rainy,142,14699.45,192.97,2759,91.95,3,4.03,59.47,0,57.12,Medium
PJT_309,Dam,Houston,2020-11-04,2021-09-12,9570556,10849593.47,1279037.47,221,312,91,1.76,4.16,93.09,29.87,32.33,Snowy,245,23884.46,277.88,8023,96.33,2,2.91,80.49,1,14.19,Medium
PJT_310,Dam,Seattle,2020-11-05,2022-08-18,20360030,24942188.69,4582158.69,590,651,61,1.26,3.83,465.16,13.98,62.51,Cloudy,294,13467.86,531.67,7208,99.56,4,6.06,79.74,0,99.75,High
PJT_311,Bridge,New York,2020-11-06,2023-08-01,15994127,23684734.83,7690607.83,702,998,296,0.4,1.75,305.81,24.65,53.36,Rainy,99,5373.72,898.83,8234,97.55,5,5.84,75.5,0,77.04,High
PJT_312,Building,Seattle,2020-11-07,2022-11-29,35761183,33613324.75,-2147858.25,789,752,-37,1.93,1.88,213.68,8.73,80.6,Cloudy,78,48652.58,609.75,3480,40.36,6,6.32,50.22,0,85.42,High
PJT_313,Road,Los Angeles,2020-11-08,2023-02-14,32707157,42159224.61,9452067.61,606,828,222,1.08,2.67,390.44,6.56,22.25,Snowy,272,24426.63,713.38,8476,42.86,9,4.13,77.76,0,29.16,Medium
PJT_314,Bridge,New York,2020-11-09,2022-08-10,1953692,1845190.3,-108501.7,454,639,185,0.24,0.0,165.81,21.8,65.07,Rainy,130,48620.73,405.13,8770,48.86,7,1.05,96.64,1,19.49,Medium
PJT_315,Road,Seattle,2020-11-10,2022-08-05,17994986,20249422.27,2254436.27,627,633,6,1.29,1.21,362.08,17.4,73.41,Snowy,59,11314.56,614.27,1114,60.93,8,1.32,66.73,0,56.36,Low
PJT_316,Road,Los Angeles,2020-11-11,2022-08-08,22614133,31259261.12,8645128.12,548,635,87,0.58,1.04,67.87,21.87,73.16,Sunny,204,31431.51,502.64,1568,89.8,3,6.97,98.38,1,79.5,High
PJT_317,Building,Houston,2020-11-12,2021-12-16,41523561,48170791.32,6647230.32,399,399,0,1.63,1.25,427.73,5.77,82.03,Stormy,166,14043.83,693.22,8951,93.56,3,5.71,67.84,0,67.4,Medium
PJT_318,Road,Los Angeles,2020-11-13,2023-08-11,33401727,50046121.95,16644394.95,756,1001,245,1.65,4.03,251.68,10.18,71.03,Rainy,282,40553.34,145.52,3689,51.21,6,8.39,56.99,0,66.8,High
PJT_319,Road,Chicago,2020-11-14,2022-03-31,11825853,14610079.45,2784226.45,411,502,91,1.96,1.4,336.51,-5.39,84.95,Stormy,192,40266.63,543.97,5590,77.18,9,3.7,69.92,0,78.14,Medium
PJT_320,Building,Los Angeles,2020-11-15,2022-08-27,17515348,19138973.32,1623625.32,507,650,143,1.05,0.96,149.56,-7.12,43.29,Sunny,109,10067.32,366.39,4340,95.04,9,8.34,74.73,1,30.43,High
PJT_321,Road,Los Angeles,2020-11-16,2022-08-11,32343819,33380981.63,1037162.63,622,633,11,0.96,2.52,354.68,3.94,55.22,Rainy,285,46042.9,393.57,3988,67.82,8,4.83,81.47,0,69.54,Medium
PJT_322,Road,Chicago,2020-11-17,2021-07-12,33479425,37172618.06,3693193.06,231,237,6,1.53,4.33,397.51,-5.92,20.99,Stormy,208,13758.33,964.83,4151,46.21,1,1.87,75.24,0,45.29,Low
PJT_323,Road,Seattle,2020-11-18,2022-04-15,23687400,26613266.8,2925866.8,555,513,-42,0.35,1.21,262.95,-4.29,20.49,Stormy,198,32583.98,264.43,4015,67.47,5,9.8,76.84,0,16.28,High
PJT_324,Bridge,Seattle,2020-11-19,2022-03-17,33555703,31583574.16,-1972128.84,442,483,41,1.14,0.39,327.98,34.71,36.81,Rainy,109,49353.51,380.12,7345,62.55,9,5.61,51.2,0,28.19,Medium
PJT_325,Bridge,Los Angeles,2020-11-20,2022-05-25,19567224,21949426.29,2382202.29,446,551,105,1.14,1.78,255.35,-7.86,27.06,Stormy,107,44707.84,558.9,4574,74.66,9,6.67,62.68,1,81.46,High
PJT_326,Bridge,Chicago,2020-11-21,2022-12-22,39067502,46042735.38,6975233.38,538,761,223,0.27,3.74,452.34,26.24,38.21,Stormy,218,48045.38,876.72,8838,66.32,7,7.04,65.53,0,90.63,High
PJT_327,Building,Chicago,2020-11-22,2022-08-29,27504354,36680979.59,9176625.59,496,645,149,0.89,2.75,274.04,4.99,32.39,Rainy,223,20416.94,475.0,2608,41.04,4,4.26,99.35,0,35.45,Medium
PJT_328,Dam,Houston,2020-11-23,2022-06-30,22244167,28784790.5,6540623.5,503,584,81,1.72,4.08,428.81,37.94,22.0,Stormy,94,9750.9,769.48,1559,99.64,4,7.73,64.78,0,27.13,High
PJT_329,Road,Seattle,2020-11-24,2024-04-21,45124953,59802267.83,14677314.83,845,1244,399,1.73,4.8,410.61,16.67,83.65,Stormy,173,13475.61,870.74,7621,72.61,7,8.83,94.83,0,12.41,High
PJT_330,Road,New York,2020-11-25,2023-12-07,2478768,2243330.18,-235437.82,831,1107,276,0.29,3.96,234.73,6.81,20.58,Cloudy,75,27522.27,379.01,8126,68.42,0,4.48,65.24,0,95.29,Medium
PJT_331,Building,Seattle,2020-11-26,2023-11-13,10953821,11289012.74,335191.74,742,1082,340,0.27,3.02,153.54,18.47,71.53,Cloudy,151,40695.34,453.48,6565,97.28,5,6.91,54.81,0,71.55,High
PJT_332,Road,Seattle,2020-11-27,2023-08-07,16008832,20763624.37,4754792.37,808,983,175,0.6,2.47,232.74,11.01,30.65,Sunny,100,11756.91,420.9,5435,49.35,9,7.81,62.38,1,96.13,High
PJT_333,Bridge,Houston,2020-11-28,2022-08-23,26853976,31966801.73,5112825.73,600,633,33,1.76,0.2,421.8,21.04,83.86,Cloudy,213,34687.92,849.57,6650,51.35,8,2.71,63.64,0,87.75,Low
PJT_334,Dam,New York,2020-11-29,2021-06-27,34957412,31573118.01,-3384293.99,225,210,-15,0.34,4.92,152.43,-3.7,82.5,Cloudy,101,19560.99,139.91,9803,88.48,5,3.99,98.91,0,40.64,Medium
PJT_335,Tunnel,Houston,2020-11-30,2023-10-06,27204160,37615104.58,10410944.58,779,1040,261,1.47,1.92,286.0,44.83,65.77,Sunny,258,20354.09,377.58,2881,55.65,6,1.98,83.71,1,20.14,Medium
PJT_336,Road,New York,2020-12-01,2023-04-25,29044174,39607126.03,10562952.03,899,875,-24,0.29,0.76,412.74,13.41,67.06,Stormy,100,34786.3,711.47,5169,87.95,3,6.42,96.58,0,54.92,High
PJT_337,Bridge,Los Angeles,2020-12-02,2022-04-01,10557540,12975760.35,2418220.35,448,485,37,1.28,3.33,209.06,9.15,20.37,Stormy,180,26014.97,608.9,4863,56.29,9,8.21,91.75,0,12.41,High
PJT_338,Tunnel,New York,2020-12-03,2023-07-12,25334476,23811316.52,-1523159.48,780,951,171,0.78,1.42,338.99,29.06,88.94,Cloudy,63,41541.5,492.66,8436,41.99,0,6.5,78.93,0,23.49,High
PJT_339,Dam,Houston,2020-12-04,2022-10-29,15722791,21381565.45,5658774.45,560,694,134,1.6,2.93,160.53,10.01,81.45,Sunny,226,12016.33,585.95,4708,71.02,8,2.62,83.77,0,31.01,Medium
PJT_340,Tunnel,Seattle,2020-12-05,2021-12-14,15163844,18958264.67,3794420.67,297,374,77,0.54,2.93,99.18,35.83,82.66,Stormy,254,40547.67,277.83,2709,51.8,5,5.92,81.24,0,69.91,High
PJT_341,Bridge,New York,2020-12-06,2022-12-21,41487099,56803139.69,15316040.69,745,745,0,1.31,2.23,407.47,14.98,66.15,Snowy,282,7890.59,487.64,8860,85.47,2,8.51,83.31,1,55.89,High
PJT_342,Tunnel,New York,2020-12-07,2021-11-05,10837695,14642248.27,3804553.27,295,333,38,0.55,4.18,94.54,29.58,44.14,Rainy,268,13732.42,551.53,2692,78.47,3,3.72,63.24,0,37.22,Medium
PJT_343,Building,Chicago,2020-12-08,2023-10-02,3108542,4295387.2,1186845.2,809,1028,219,1.46,1.32,172.12,-4.09,82.56,Rainy,50,34526.74,911.07,1125,95.42,9,8.49,70.41,0,60.83,High
PJT_344,Tunnel,Seattle,2020-12-09,2022-09-21,41476928,50220465.16,8743537.16,439,651,212,1.76,2.24,434.8,36.54,40.41,Rainy,234,43471.65,334.75,2199,86.98,5,8.06,79.63,0,21.27,High
PJT_345,Road,Los Angeles,2020-12-10,2021-11-14,10326243,10163033.74,-163209.26,254,339,85,0.34,2.69,205.91,30.46,59.39,Cloudy,194,16370.58,881.05,7092,50.85,5,1.2,51.8,0,78.01,Low
PJT_346,Road,Houston,2020-12-11,2023-07-27,19163905,24964713.34,5800808.34,659,958,299,1.75,3.32,487.87,1.64,26.98,Rainy,289,19723.62,679.82,3711,88.01,8,3.16,74.14,0,74.08,Medium
PJT_347,Building,Los Angeles,2020-12-12,2022-09-30,46759166,59490951.43,12731785.43,484,657,173,1.23,3.92,490.88,-2.01,84.54,Rainy,227,29170.43,118.31,7228,78.5,3,5.89,92.99,0,29.49,High
PJT_348,Bridge,Seattle,2020-12-13,2021-08-03,46010023,61899672.43,15889649.43,186,233,47,0.34,1.97,170.72,7.4,29.85,Snowy,275,14520.78,752.17,6995,80.14,4,7.46,74.62,0,64.58,High
PJT_349,Road,New York,2020-12-14,2022-06-20,37400662,37472793.05,72131.05,545,553,8,0.91,3.23,68.44,43.68,35.74,Stormy,63,41502.03,132.0,9182,89.94,4,8.92,77.62,0,55.3,High
PJT_350,Dam,New York,2020-12-15,2023-11-07,14970696,15224975.07,254279.07,813,1057,244,0.41,0.75,367.28,4.13,59.07,Snowy,295,39813.65,997.64,6502,74.43,2,6.77,60.1,1,15.47,High
PJT_351,Road,Seattle,2020-12-16,2023-05-29,19895649,28535249.23,8639600.23,702,894,192,1.43,4.66,252.94,15.09,73.49,Cloudy,296,11538.13,885.37,6760,67.96,1,4.42,89.72,0,35.03,Medium
PJT_352,Road,New York,2020-12-17,2022-10-13,6553535,8847184.95,2293649.95,527,665,138,1.54,1.92,95.34,-8.35,63.35,Rainy,236,25872.34,367.61,6582,78.2,7,2.66,67.94,1,99.95,Medium
PJT_353,Bridge,New York,2020-12-18,2022-12-25,4678621,6760313.03,2081692.03,617,737,120,0.3,3.65,368.39,11.85,36.25,Stormy,130,39867.25,331.67,3498,57.88,9,7.84,97.83,0,18.96,High
PJT_354,Tunnel,New York,2020-12-19,2022-04-13,39111198,53004637.29,13893439.29,394,480,86,1.06,0.1,64.03,21.42,20.07,Rainy,52,20179.83,443.3,3565,50.96,8,2.86,99.69,1,55.58,Medium
PJT_355,Road,Houston,2020-12-20,2022-10-20,16074661,20226636.36,4151975.36,608,669,61,1.65,1.03,441.59,42.42,73.0,Rainy,147,33489.81,420.55,7989,77.0,9,7.26,95.8,0,86.44,High
PJT_356,Building,Houston,2020-12-21,2023-03-21,40781450,52709193.91,11927743.91,677,820,143,1.88,2.44,112.39,18.42,88.96,Cloudy,89,7259.59,435.1,5790,54.03,8,2.63,54.24,1,37.06,Medium
PJT_357,Tunnel,Chicago,2020-12-22,2022-12-24,22777762,32651392.34,9873630.34,719,732,13,1.08,4.39,107.29,35.05,76.69,Rainy,138,32390.99,386.45,6024,44.79,4,1.82,66.66,1,33.46,Medium
PJT_358,Dam,Los Angeles,2020-12-23,2023-01-17,10686599,13329224.51,2642625.51,546,755,209,1.91,2.64,129.05,20.09,52.21,Sunny,174,11869.38,659.02,9307,40.03,8,3.26,97.26,1,90.17,Medium
PJT_359,Bridge,Seattle,2020-12-24,2022-05-06,7971138,10198551.31,2227413.31,492,498,6,1.12,4.65,482.12,-7.76,83.26,Stormy,243,42376.25,247.84,2031,76.5,3,3.56,90.23,1,37.43,Medium
PJT_360,Dam,Seattle,2020-12-25,2022-11-07,31450573,31258285.13,-192287.87,717,682,-35,0.85,2.42,361.93,7.33,48.69,Stormy,211,20995.23,861.38,2241,61.73,1,6.82,95.56,0,68.63,High
PJT_361,Tunnel,Seattle,2020-12-26,2021-09-23,49791739,58970982.12,9179243.12,233,271,38,1.71,2.45,410.62,21.66,56.75,Sunny,267,17669.92,831.16,2742,85.14,2,2.45,78.63,0,76.63,Low
PJT_362,Tunnel,Chicago,2020-12-27,2023-07-17,44757228,59519874.53,14762646.53,720,932,212,1.04,0.6,228.94,42.28,53.4,Cloudy,144,42840.0,528.83,6709,62.51,0,9.37,74.02,0,80.98,High
PJT_363,Tunnel,Houston,2020-12-28,2023-01-18,45050399,47869005.1,2818606.1,646,751,105,1.0,4.01,201.34,37.25,51.33,Rainy,58,7256.48,867.46,6999,69.16,4,5.99,55.32,0,99.53,High
PJT_364,Dam,Chicago,2020-12-29,2021-12-30,43161441,44083046.03,921605.03,343,366,23,1.03,1.23,155.52,2.56,74.26,Rainy,143,22847.4,322.43,5090,64.43,0,5.42,91.97,1,82.29,High
PJT_365,Tunnel,Seattle,2020-12-30,2022-09-25,27150956,29548279.12,2397323.12,513,634,121,1.71,4.5,266.29,2.11,56.87,Stormy,133,21650.16,115.81,9160,79.03,0,4.91,87.26,0,69.13,Medium
PJT_366,Dam,Los Angeles,2020-12-31,2023-03-16,9547900,9976604.31,428704.31,726,805,79,1.68,4.55,298.32,1.06,42.17,Cloudy,70,17816.02,657.29,7883,61.37,6,6.1,52.94,0,90.59,High
PJT_367,Tunnel,New York,2021-01-01,2023-02-09,31885970,32808991.74,923021.74,527,769,242,0.87,4.72,334.3,40.74,38.07,Cloudy,270,46028.94,512.12,6129,97.83,1,1.2,60.47,0,91.52,Low
PJT_368,Building,Houston,2021-01-02,2022-10-21,30856890,35636946.43,4780056.43,452,657,205,0.73,2.6,165.7,36.9,22.64,Cloudy,74,38791.78,610.45,5403,96.17,7,9.91,77.86,0,97.58,High
PJT_369,Tunnel,Houston,2021-01-03,2023-12-19,42099621,60821453.32,18721832.32,899,1080,181,1.03,3.39,476.89,32.62,60.82,Rainy,151,7876.54,909.41,7577,90.88,5,6.02,84.22,0,79.88,High
PJT_370,Dam,Chicago,2021-01-04,2022-10-16,12556367,15120826.51,2564459.51,593,650,57,1.19,3.89,126.39,11.6,36.1,Cloudy,171,37160.94,972.93,5897,95.22,3,1.32,56.88,0,27.54,Low
PJT_371,Road,Houston,2021-01-05,2023-07-05,43406977,43960512.69,553535.69,679,911,232,0.55,0.66,484.54,17.74,30.37,Sunny,221,28728.46,671.01,1163,66.95,8,6.31,62.24,0,73.88,High
